Frame,Visibility,X,Y,Z,Event,Timestamp
0,1,980.0,843.0,0.0,0,1653367998.6461272
1,1,970.0,839.0,0.0,0,1653367998.654468
2,1,965.0,833.0,0.0,0,1653367998.662781
3,1,961.0,826.0,0.0,0,1653367998.6711109
4,1,953.0,818.0,0.0,0,1653367998.679439
5,1,947.0,814.0,0.0,0,1653367998.6877718
6,1,941.0,808.0,0.0,0,1653367998.6961036
7,1,937.0,802.0,0.0,0,1653367998.704461
8,1,932.0,798.0,0.0,0,1653367998.7127724
9,1,928.0,794.0,0.0,0,1653367998.7211075
10,1,924.0,790.0,0.0,0,1653367998.7294362
11,1,918.0,784.0,0.0,0,1653367998.7377677
12,1,914.0,781.0,0.0,0,1653367998.7461336
13,1,909.0,776.0,0.0,0,1653367998.754466
14,1,903.0,773.0,0.0,0,1653367998.7627697
15,1,897.0,769.0,0.0,0,1653367998.771121
16,1,893.0,765.0,0.0,0,1653367998.779456
17,1,890.0,761.0,0.0,0,1653367998.7877772
18,1,885.0,756.0,0.0,0,1653367998.7961037
19,1,882.0,753.0,0.0,0,1653367998.8044324
20,1,877.0,750.0,0.0,0,1653367998.812776
21,1,871.0,747.0,0.0,0,1653367998.8211246
22,1,867.0,745.0,0.0,0,1653367998.8294609
23,1,863.0,741.0,0.0,0,1653367998.837784
24,1,859.0,737.0,0.0,0,1653367998.8461308
25,1,856.0,735.0,0.0,0,1653367998.8544564
26,1,851.0,732.0,0.0,0,1653367998.8627694
27,1,848.0,730.0,0.0,0,1653367998.8711123
28,1,845.0,728.0,0.0,0,1653367998.879432
29,1,840.0,725.0,0.0,0,1653367998.8877742
30,1,836.0,723.0,0.0,0,1653367998.8960884
31,1,832.0,721.0,0.0,0,1653367998.9044163
32,1,828.0,719.0,0.0,0,1653367998.912772
33,1,826.0,717.0,0.0,0,1653367998.9211078
34,1,823.0,715.0,0.0,0,1653367998.9294178
35,1,819.0,713.0,0.0,0,1653367998.937757
36,1,816.0,711.0,0.0,0,1653367998.9461198
37,1,812.0,709.0,0.0,0,1653367998.9544282
38,1,808.0,709.0,0.0,0,1653367998.9627469
39,1,804.0,709.0,0.0,0,1653367998.971083
40,1,802.0,707.0,0.0,0,1653367998.9794145
41,1,800.0,705.0,0.0,0,1653367998.9877584
42,1,797.0,705.0,0.0,0,1653367998.996097
43,1,794.0,705.0,0.0,0,1653367999.00442
44,1,791.0,705.0,0.0,0,1653367999.012735
45,1,786.0,703.0,0.0,0,1653367999.021074
46,1,782.0,702.0,0.0,0,1653367999.0294366
47,1,780.0,701.0,0.0,0,1653367999.037768
48,1,778.0,699.0,0.0,0,1653367999.0461018
49,1,775.0,699.0,0.0,0,1653367999.054426
50,1,772.0,699.0,0.0,0,1653367999.0627391
51,1,768.0,699.0,0.0,0,1653367999.0710776
52,1,764.0,699.0,0.0,0,1653367999.079423
53,1,761.0,699.0,0.0,0,1653367999.0877352
54,1,758.0,699.0,0.0,0,1653367999.0960877
55,1,756.0,699.0,0.0,0,1653367999.1043963
56,1,754.0,699.0,0.0,0,1653367999.112732
57,1,752.0,699.0,0.0,0,1653367999.1210735
58,1,750.0,699.0,0.0,0,1653367999.129394
59,1,747.0,699.0,0.0,0,1653367999.1377168
60,1,745.0,699.0,0.0,0,1653367999.146041
61,1,742.0,699.0,0.0,0,1653367999.1544006
62,1,739.0,699.0,0.0,0,1653367999.1627386
63,1,736.0,699.0,0.0,0,1653367999.171065
64,1,734.0,700.0,0.0,0,1653367999.1794083
65,1,732.0,700.0,0.0,0,1653367999.1877515
66,1,729.0,700.0,0.0,0,1653367999.1960447
67,1,726.0,701.0,0.0,0,1653367999.204389
68,1,724.0,703.0,0.0,0,1653367999.2127345
69,1,721.0,705.0,0.0,0,1653367999.221056
70,1,719.0,707.0,0.0,0,1653367999.229385
71,1,716.0,708.0,0.0,0,1653367999.2377317
72,1,714.0,708.0,0.0,0,1653367999.2460897
73,1,712.0,708.0,0.0,0,1653367999.2543886
74,1,711.0,708.0,0.0,0,1653367999.2627306
75,1,709.0,710.0,0.0,0,1653367999.2710557
76,1,706.0,712.0,0.0,0,1653367999.2794037
77,1,704.0,712.0,0.0,0,1653367999.287723
78,1,702.0,713.0,0.0,0,1653367999.2960398
79,1,700.0,714.0,0.0,0,1653367999.3043864
80,1,698.0,715.0,0.0,0,1653367999.3127165
81,1,695.0,717.0,0.0,0,1653367999.3210535
82,1,693.0,719.0,0.0,0,1653367999.3293912
83,1,690.0,719.0,0.0,0,1653367999.3377273
84,1,688.0,719.0,0.0,0,1653367999.3459845
85,1,688.0,723.0,0.0,0,1653367999.3543873
86,1,686.0,725.0,0.0,0,1653367999.362709
87,1,685.0,724.0,0.0,0,1653367999.3710506
88,1,684.0,726.0,0.0,0,1653367999.3794036
89,1,682.0,728.0,0.0,0,1653367999.3877845
90,1,680.0,730.0,0.0,0,1653367999.3960452
91,1,678.0,732.0,0.0,0,1653367999.404404
92,1,675.0,734.0,0.0,0,1653367999.4127316
93,1,672.0,736.0,0.0,0,1653367999.421063
94,1,670.0,737.0,0.0,0,1653367999.429335
95,1,669.0,739.0,0.0,0,1653367999.437641
96,1,667.0,742.0,0.0,0,1653367999.4459882
97,1,663.0,745.0,0.0,0,1653367999.4543073
98,1,660.0,747.0,0.0,0,1653367999.4627073
99,1,657.0,749.0,0.0,0,1653367999.471027
100,1,655.0,751.0,0.0,0,1653367999.4793174
101,1,654.0,753.0,0.0,0,1653367999.4876587
102,1,653.0,755.0,0.0,0,1653367999.4959638
103,1,652.0,758.0,0.0,0,1653367999.504314
104,1,652.0,761.0,0.0,0,1653367999.5127082
105,1,650.0,762.0,0.0,0,1653367999.5210173
106,1,648.0,763.0,0.0,0,1653367999.529315
107,1,646.0,764.0,0.0,0,1653367999.537699
108,1,645.0,767.0,0.0,0,1653367999.5459836
109,1,643.0,771.0,0.0,0,1653367999.5543294
110,1,641.0,775.0,0.0,0,1653367999.5626712
111,1,639.0,776.0,0.0,0,1653367999.57097
112,1,639.0,778.0,0.0,0,1653367999.5793514
113,1,637.0,779.0,0.0,0,1653367999.587653
114,1,636.0,782.0,0.0,0,1653367999.5960422
115,1,634.0,786.0,0.0,0,1653367999.604355
116,1,633.0,790.0,0.0,0,1653367999.6126916
117,1,631.0,790.0,0.0,0,1653367999.620955
118,1,629.0,792.0,0.0,0,1653367999.6292856
119,1,628.0,796.0,0.0,0,1653367999.637681
120,1,627.0,799.0,0.0,0,1653367999.6459572
121,1,625.0,801.0,0.0,0,1653367999.6543124
122,1,624.0,804.0,0.0,0,1653367999.6626723
123,1,622.0,806.0,0.0,0,1653367999.6709704
124,1,621.0,809.0,0.0,0,1653367999.6792831
125,1,620.0,812.0,0.0,0,1653367999.687618
126,1,618.0,815.0,0.0,0,1653367999.6959777
127,1,617.0,819.0,0.0,0,1653367999.704345
128,1,617.0,819.0,0.0,0,1653367999.712632
